experiment_id,model_id,run_name,method,duration_s,prompt1,prompt2,temperature,games_path,data_path
Comb_List_SpecifyEx_T1_00654f,models/gemini-2.5-flash,2gemini_567908a7,JSONselfCSVFormat,85.88,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\gemini_567908a7.json
Comb_List_SpecifyEx_T1_00654f,models/gemini-2.5-flash,3gemini_785053ae,JSONselfCSVFormat,47.26,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\gemini_785053ae.json
Comb_List_SpecifyEx_T1_00654f,models/gemini-2.5-pro,1gemini_fb4a5a9e,JSONselfCSVFormat,102.7,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\gemini_fb4a5a9e.json
Comb_List_SpecifyEx_T1_00654f,models/gemini-2.5-pro,2gemini_c431d026,JSONselfCSVFormat,76.36,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\gemini_c431d026.json
Comb_List_SpecifyEx_T1_00654f,models/gemini-2.5-pro,3gemini_d9961780,JSONselfCSVFormat,83.43,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\gemini_d9961780.json
Comb_List_SpecifyExCats_T1_00654f,models/gemini-2.5-flash-lite,1gemini_9df9371d,JSONselfCSVFormat,2.92,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\gemini_9df9371d.json
Comb_List_SpecifyExCats_T1_00654f,models/gemini-2.5-flash-lite,2gemini_d7808f67,JSONselfCSVFormat,2.84,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\gemini_d7808f67.json
Comb_List_SpecifyExCats_T1_00654f,models/gemini-2.5-flash-lite,3gemini_ee98cc1e,JSONselfCSVFormat,3.47,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\gemini_ee98cc1e.json
Comb_List_SpecifyExCats_T1_00654f,models/gemini-2.5-flash,1gemini_28ac1a99,JSONselfCSVFormat,568.93,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\gemini_28ac1a99.json
Comb_List_SpecifyExCats_T1_00654f,models/gemini-2.5-flash,2gemini_bc305b1a,JSONselfCSVFormat,76.03,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\gemini_bc305b1a.json
Comb_List_SpecifyExCats_T1_00654f,models/gemini-2.5-flash,3gemini_2c241b84,JSONselfCSVFormat,49.33,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\gemini_2c241b84.json
Comb_List_SpecifyExCats_T1_00654f,models/gemini-2.5-pro,1gemini_32bdc7c3,JSONselfCSVFormat,107.71,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\gemini_32bdc7c3.json
Comb_List_SpecifyExCats_T1_00654f,models/gemini-2.5-pro,2gemini_d6716ec7,JSONselfCSVFormat,68.63,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\gemini_d6716ec7.json
Comb_List_SpecifyExCats_T1_00654f,models/gemini-2.5-pro,3gemini_d048fafc,JSONselfCSVFormat,146.52,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\gemini_d048fafc.json
Comb_Rules_Basic_T0_247684,models/gemini-2.5-flash-lite,1gemini_cfde2b5e,JSONselfCSVFormat,12.66,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\gemini_cfde2b5e.json
Comb_Rules_Basic_T0_247684,models/gemini-2.5-flash-lite,2gemini_f425590a,JSONselfCSVFormat,8.59,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\gemini_f425590a.json
Comb_Rules_Basic_T0_247684,claude-haiku-4-5-20251001,1claude_aa575f38,JSONselfCSVFormat,24.99,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\claude_aa575f38.json
Comb_Rules_Basic_T0_247684,models/gemini-2.5-flash-lite,3gemini_90c4afac,JSONselfCSVFormat,8.09,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\gemini_90c4afac.json
Comb_Rules_Basic_T0_247684,gpt-5.4-nano-2026-03-17,1openai_650c59e2,JSONselfCSVFormat,30.87,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\openai_650c59e2.json
Comb_Rules_Basic_T0_247684,gpt-5.4-nano-2026-03-17,2openai_3aecae1b,JSONselfCSVFormat,22.6,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\openai_3aecae1b.json
Comb_Rules_Basic_T0_247684,claude-haiku-4-5-20251001,2claude_b0c30c88,JSONselfCSVFormat,48.54,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\claude_b0c30c88.json
Comb_Rules_Basic_T0_247684,gpt-5.4-nano-2026-03-17,3openai_906efac4,JSONselfCSVFormat,26.99,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\openai_906efac4.json
Comb_Rules_Basic_T0_247684,models/gemini-2.5-flash,1gemini_74601add,JSONselfCSVFormat,66.07,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\gemini_74601add.json
Comb_Rules_Basic_T0_247684,gpt-5.4-mini-2026-03-17,1openai_24ab50f9,JSONselfCSVFormat,25.9,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\openai_24ab50f9.json
Comb_Rules_Basic_T0_247684,gpt-5.4-mini-2026-03-17,2openai_6cb5a0fd,JSONselfCSVFormat,21.75,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\openai_6cb5a0fd.json
Comb_Rules_Basic_T0_247684,models/gemini-2.5-flash,2gemini_d090a26a,JSONselfCSVFormat,41.53,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\gemini_d090a26a.json
Comb_Rules_Basic_T0_247684,claude-haiku-4-5-20251001,3claude_e1b85269,JSONselfCSVFormat,68.63,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\claude_e1b85269.json
Comb_Rules_Basic_T0_247684,gpt-5.4-mini-2026-03-17,3openai_1cdaff1a,JSONselfCSVFormat,22.36,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\openai_1cdaff1a.json
Comb_Rules_Basic_T0_247684,models/gemini-2.5-flash,3gemini_88c5a123,JSONselfCSVFormat,49.67,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\gemini_88c5a123.json
Comb_Rules_Basic_T0_247684,gpt-5.4-2026-03-05,1openai_200c16ee,JSONselfCSVFormat,54.42,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\openai_200c16ee.json
Comb_Rules_Basic_T0_247684,claude-sonnet-4-6,1claude_bf85d3e9,JSONselfCSVFormat,79.7,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\claude_bf85d3e9.json
Comb_Rules_Basic_T0_247684,gpt-5.4-2026-03-05,2openai_01fc1784,JSONselfCSVFormat,44.69,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\openai_01fc1784.json
Comb_Rules_Basic_T0_247684,claude-sonnet-4-6,2claude_a86d6045,JSONselfCSVFormat,60.74,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\claude_a86d6045.json
Comb_Rules_Basic_T0_247684,models/gemini-2.5-pro,1gemini_db87234b,JSONselfCSVFormat,112.74,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\gemini_db87234b.json
Comb_Rules_Basic_T0_247684,gpt-5.4-2026-03-05,3openai_b069849e,JSONselfCSVFormat,57.56,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\openai_b069849e.json
Comb_Rules_SpecifyEx_T0_247684,gpt-5.4-nano-2026-03-17,1openai_27e66c28,JSONselfCSVFormat,26.42,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\openai_27e66c28.json
Comb_Rules_SpecifyEx_T0_247684,gpt-5.4-nano-2026-03-17,2openai_b471ff37,JSONselfCSVFormat,29.27,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\openai_b471ff37.json
Comb_Rules_Basic_T0_247684,claude-opus-4-6,1claude_aa283f75,JSONselfCSVFormat,80.68,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\claude_aa283f75.json
Comb_Rules_SpecifyEx_T0_247684,gpt-5.4-nano-2026-03-17,3openai_77dd4545,JSONselfCSVFormat,26.18,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\openai_77dd4545.json
Comb_Rules_SpecifyEx_T0_247684,gpt-5.4-mini-2026-03-17,1openai_25be0659,JSONselfCSVFormat,24.9,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\openai_25be0659.json
Comb_Rules_SpecifyEx_T0_247684,gpt-5.4-mini-2026-03-17,2openai_ff8f3965,JSONselfCSVFormat,29.0,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\openai_ff8f3965.json
Comb_Rules_Basic_T0_247684,claude-opus-4-6,2claude_189c8e47,JSONselfCSVFormat,81.78,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\claude_189c8e47.json
Comb_Rules_SpecifyEx_T0_247684,gpt-5.4-mini-2026-03-17,3openai_1386de33,JSONselfCSVFormat,24.78,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\openai_1386de33.json
Comb_Rules_Basic_T0_247684,models/gemini-2.5-pro,2gemini_c148792a,JSONselfCSVFormat,189.13,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\gemini_c148792a.json
Comb_Rules_SpecifyEx_T0_247684,gpt-5.4-2026-03-05,1openai_0674b464,JSONselfCSVFormat,85.2,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\openai_0674b464.json
Comb_Rules_Basic_T0_247684,claude-opus-4-6,3claude_d1822811,JSONselfCSVFormat,150.53,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\claude_d1822811.json
Comb_Rules_Basic_T0_247684,models/gemini-2.5-pro,3gemini_65d3940a,JSONselfCSVFormat,116.63,Comb/Rules/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T0_247684\gemini_65d3940a.json
Comb_Rules_SpecifyEx_T0_247684,claude-haiku-4-5-20251001,1claude_5525134a,JSONselfCSVFormat,18.95,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\claude_5525134a.json
Comb_Rules_SpecifyEx_T0_247684,models/gemini-2.5-flash-lite,1gemini_9ff7c580,JSONselfCSVFormat,18.96,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\gemini_9ff7c580.json
Comb_Rules_SpecifyEx_T0_247684,gpt-5.4-2026-03-05,2openai_eca61c25,JSONselfCSVFormat,70.59,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\openai_eca61c25.json
Comb_Rules_SpecifyEx_T0_247684,models/gemini-2.5-flash-lite,2gemini_d7c89e03,JSONselfCSVFormat,18.39,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\gemini_d7c89e03.json
Comb_Rules_SpecifyEx_T0_247684,models/gemini-2.5-flash-lite,3gemini_938a0e35,JSONselfCSVFormat,20.43,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\gemini_938a0e35.json
Comb_Rules_SpecifyEx_T0_247684,claude-haiku-4-5-20251001,2claude_110c3d41,JSONselfCSVFormat,51.38,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\claude_110c3d41.json
Comb_Rules_SpecifyEx_T0_247684,gpt-5.4-2026-03-05,3openai_25145a01,JSONselfCSVFormat,82.1,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\openai_25145a01.json
Comb_Rules_SpecifyEx_T0_247684,models/gemini-2.5-flash,1gemini_c71d0e07,JSONselfCSVFormat,48.97,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\gemini_c71d0e07.json
Comb_Rules_SpecifyExCats_T0_247684,gpt-5.4-nano-2026-03-17,1openai_ea83a88f,JSONselfCSVFormat,17.42,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\openai_ea83a88f.json
Comb_Rules_SpecifyEx_T0_247684,claude-haiku-4-5-20251001,3claude_6a55536a,JSONselfCSVFormat,70.25,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\claude_6a55536a.json
Comb_Rules_SpecifyExCats_T0_247684,gpt-5.4-nano-2026-03-17,2openai_22e26d5b,JSONselfCSVFormat,22.27,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\openai_22e26d5b.json
Comb_Rules_SpecifyEx_T0_247684,models/gemini-2.5-flash,2gemini_89af40a1,JSONselfCSVFormat,45.41,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\gemini_89af40a1.json
Comb_Rules_SpecifyExCats_T0_247684,gpt-5.4-nano-2026-03-17,3openai_4bab84d7,JSONselfCSVFormat,15.95,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\openai_4bab84d7.json
Comb_Rules_SpecifyExCats_T0_247684,gpt-5.4-mini-2026-03-17,1openai_69e3da9a,JSONselfCSVFormat,20.97,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\openai_69e3da9a.json
Comb_Rules_SpecifyExCats_T0_247684,gpt-5.4-mini-2026-03-17,2openai_dcd397b1,JSONselfCSVFormat,10.93,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\openai_dcd397b1.json
Comb_Rules_SpecifyEx_T0_247684,claude-sonnet-4-6,1claude_a5b5766c,JSONselfCSVFormat,68.84,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\claude_a5b5766c.json
Comb_Rules_SpecifyExCats_T0_247684,gpt-5.4-mini-2026-03-17,3openai_82eb5ad7,JSONselfCSVFormat,13.41,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\openai_82eb5ad7.json
Comb_Rules_SpecifyEx_T0_247684,models/gemini-2.5-flash,3gemini_4bb0ceb1,JSONselfCSVFormat,73.79,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\gemini_4bb0ceb1.json
Comb_Rules_SpecifyExCats_T0_247684,gpt-5.4-2026-03-05,1openai_ce8a1133,JSONselfCSVFormat,25.27,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\openai_ce8a1133.json
Comb_Rules_SpecifyExCats_T0_247684,gpt-5.4-2026-03-05,2openai_ce6ff08b,JSONselfCSVFormat,41.85,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\openai_ce6ff08b.json
Comb_Rules_SpecifyEx_T0_247684,claude-sonnet-4-6,2claude_f0d6a37a,JSONselfCSVFormat,72.09,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\claude_f0d6a37a.json
Comb_Rules_SpecifyExCats_T0_247684,gpt-5.4-2026-03-05,3openai_2e8fa48e,JSONselfCSVFormat,18.85,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\openai_2e8fa48e.json
Comb_Rules_Basic_T1_247684,gpt-5.4-nano-2026-03-17,1openai_bb0c8cce,JSONselfCSVFormat,29.9,Comb/Rules/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T1_247684\openai_bb0c8cce.json
Comb_Rules_SpecifyEx_T0_247684,models/gemini-2.5-pro,1gemini_b268b3db,JSONselfCSVFormat,120.15,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\gemini_b268b3db.json
Comb_Rules_SpecifyEx_T0_247684,claude-opus-4-6,1claude_37c17056,JSONselfCSVFormat,70.07,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\claude_37c17056.json
Comb_Rules_Basic_T1_247684,gpt-5.4-nano-2026-03-17,2openai_8dbc4e64,JSONselfCSVFormat,34.68,Comb/Rules/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T1_247684\openai_8dbc4e64.json
Comb_Rules_Basic_T1_247684,gpt-5.4-nano-2026-03-17,3openai_f39f8154,JSONselfCSVFormat,24.41,Comb/Rules/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T1_247684\openai_f39f8154.json
Comb_Rules_Basic_T1_247684,gpt-5.4-mini-2026-03-17,1openai_e86a8fc3,JSONselfCSVFormat,24.07,Comb/Rules/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T1_247684\openai_e86a8fc3.json
Comb_Rules_SpecifyEx_T0_247684,claude-opus-4-6,2claude_2237fc1b,JSONselfCSVFormat,64.12,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\claude_2237fc1b.json
Comb_Rules_Basic_T1_247684,gpt-5.4-mini-2026-03-17,2openai_c6af7f97,JSONselfCSVFormat,18.12,Comb/Rules/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T1_247684\openai_c6af7f97.json
Comb_Rules_SpecifyExCats_T0_247684,claude-haiku-4-5-20251001,1claude_2c9424ff,JSONselfCSVFormat,10.84,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\claude_2c9424ff.json
Comb_Rules_Basic_T1_247684,gpt-5.4-mini-2026-03-17,3openai_e703b520,JSONselfCSVFormat,24.0,Comb/Rules/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T1_247684\openai_e703b520.json
Comb_Rules_SpecifyEx_T0_247684,models/gemini-2.5-pro,2gemini_3d3093a2,JSONselfCSVFormat,111.01,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\gemini_3d3093a2.json
Comb_Rules_SpecifyExCats_T0_247684,claude-haiku-4-5-20251001,2claude_5f85c991,JSONselfCSVFormat,59.05,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\claude_5f85c991.json
Comb_Rules_Basic_T1_247684,gpt-5.4-2026-03-05,1openai_dbef8b50,JSONselfCSVFormat,45.17,Comb/Rules/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T1_247684\openai_dbef8b50.json
Comb_Rules_Basic_T1_247684,gpt-5.4-2026-03-05,2openai_eb9130bd,JSONselfCSVFormat,53.34,Comb/Rules/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T1_247684\openai_eb9130bd.json
Comb_Rules_SpecifyExCats_T0_247684,claude-haiku-4-5-20251001,3claude_d5baf067,JSONselfCSVFormat,65.35,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\claude_d5baf067.json
Comb_Rules_SpecifyExCats_T0_247684,claude-sonnet-4-6,1claude_07d2eda9,JSONselfCSVFormat,24.04,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\claude_07d2eda9.json
Comb_Rules_SpecifyEx_T0_247684,models/gemini-2.5-pro,3gemini_c112d38d,JSONselfCSVFormat,125.5,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T0_247684\gemini_c112d38d.json
Comb_Rules_SpecifyExCats_T0_247684,models/gemini-2.5-flash-lite,1gemini_6dd7332d,JSONselfCSVFormat,6.39,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\gemini_6dd7332d.json
Comb_Rules_SpecifyExCats_T0_247684,models/gemini-2.5-flash-lite,2gemini_c112e168,JSONselfCSVFormat,4.9,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\gemini_c112e168.json
Comb_Rules_SpecifyExCats_T0_247684,models/gemini-2.5-flash-lite,3gemini_4f4f95cd,JSONselfCSVFormat,5.05,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\gemini_4f4f95cd.json
Comb_Rules_Basic_T1_247684,gpt-5.4-2026-03-05,3openai_1ccf93c2,JSONselfCSVFormat,68.28,Comb/Rules/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_Basic_T1_247684\openai_1ccf93c2.json
Comb_Rules_SpecifyExCats_T0_247684,models/gemini-2.5-flash,1gemini_cbfe0b0e,JSONselfCSVFormat,35.3,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\gemini_cbfe0b0e.json
Comb_Rules_SpecifyEx_T1_247684,gpt-5.4-nano-2026-03-17,1openai_cb2a7d09,JSONselfCSVFormat,24.67,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T1_247684\openai_cb2a7d09.json
Comb_Rules_SpecifyEx_T1_247684,gpt-5.4-nano-2026-03-17,2openai_6eea76c2,JSONselfCSVFormat,25.71,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T1_247684\openai_6eea76c2.json
Comb_Rules_SpecifyExCats_T0_247684,models/gemini-2.5-flash,2gemini_e74c3bf1,JSONselfCSVFormat,38.4,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\gemini_e74c3bf1.json
Comb_Rules_SpecifyEx_T1_247684,gpt-5.4-nano-2026-03-17,3openai_a08f6afb,JSONselfCSVFormat,26.74,Comb/Rules/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyEx_T1_247684\openai_a08f6afb.json
Comb_Rules_SpecifyExCats_T0_247684,claude-sonnet-4-6,3claude_60b4767f,JSONselfCSVFormat,126.83,Comb/Rules/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_Rules_SpecifyExCats_T0_247684\claude_60b4767f.json
