experiment_id,model_id,run_name,method,duration_s,prompt1,prompt2,temperature,games_path,data_path
Comb_List_Basic_T1_00654f,claude-haiku-4-5-20251001,1claude_babdd87e,JSONselfCSVFormat,12.55,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\claude_babdd87e.json
Comb_List_Basic_T0_00654f,models/gemini-2.5-flash,2gemini_606b2a35,JSONselfCSVFormat,314.01,Comb/List/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T0_00654f\gemini_606b2a35.json
Comb_List_Basic_T1_00654f,claude-haiku-4-5-20251001,2claude_8c149af1,JSONselfCSVFormat,15.94,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\claude_8c149af1.json
Comb_List_Basic_T1_00654f,claude-haiku-4-5-20251001,3claude_d494caf1,JSONselfCSVFormat,9.55,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\claude_d494caf1.json
Comb_List_Basic_T1_00654f,claude-sonnet-4-6,1claude_d026581c,JSONselfCSVFormat,55.16,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\claude_d026581c.json
Comb_List_Basic_T0_00654f,models/gemini-2.5-flash,3gemini_9b87ecdc,JSONselfCSVFormat,80.43,Comb/List/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T0_00654f\gemini_9b87ecdc.json
Comb_List_Basic_T1_00654f,claude-sonnet-4-6,2claude_1a1beb3d,JSONselfCSVFormat,46.43,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\claude_1a1beb3d.json
Comb_List_Basic_T0_00654f,models/gemini-2.5-pro,1gemini_36cb50e0,JSONselfCSVFormat,72.59,Comb/List/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T0_00654f\gemini_36cb50e0.json
Comb_List_Basic_T1_00654f,claude-sonnet-4-6,3claude_ec3aa0b8,JSONselfCSVFormat,55.46,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\claude_ec3aa0b8.json
Comb_List_Basic_T0_00654f,models/gemini-2.5-pro,2gemini_5950fe52,JSONselfCSVFormat,62.51,Comb/List/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T0_00654f\gemini_5950fe52.json
Comb_List_Basic_T1_00654f,claude-opus-4-6,1claude_d3a9b8d9,JSONselfCSVFormat,85.71,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\claude_d3a9b8d9.json
Comb_List_Basic_T0_00654f,models/gemini-2.5-pro,3gemini_6748473b,JSONselfCSVFormat,79.47,Comb/List/Basic.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T0_00654f\gemini_6748473b.json
Comb_List_SpecifyEx_T0_00654f,models/gemini-2.5-flash-lite,1gemini_1c82c7c3,JSONselfCSVFormat,7.37,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T0_00654f\gemini_1c82c7c3.json
Comb_List_SpecifyEx_T0_00654f,models/gemini-2.5-flash-lite,2gemini_904acc39,JSONselfCSVFormat,8.58,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T0_00654f\gemini_904acc39.json
Comb_List_SpecifyEx_T0_00654f,models/gemini-2.5-flash-lite,3gemini_bd55134b,JSONselfCSVFormat,8.57,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T0_00654f\gemini_bd55134b.json
Comb_List_Basic_T1_00654f,claude-opus-4-6,2claude_3dbd1e56,JSONselfCSVFormat,75.9,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\claude_3dbd1e56.json
Comb_List_SpecifyEx_T0_00654f,models/gemini-2.5-flash,1gemini_6743399c,JSONselfCSVFormat,66.32,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T0_00654f\gemini_6743399c.json
Comb_List_Basic_T1_00654f,claude-opus-4-6,3claude_388655a0,JSONselfCSVFormat,79.49,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\claude_388655a0.json
Comb_List_SpecifyEx_T1_00654f,claude-haiku-4-5-20251001,1claude_0c0bf79e,JSONselfCSVFormat,9.7,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\claude_0c0bf79e.json
Comb_List_SpecifyEx_T1_00654f,claude-haiku-4-5-20251001,2claude_0f85e2d2,JSONselfCSVFormat,8.49,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\claude_0f85e2d2.json
Comb_List_SpecifyEx_T1_00654f,claude-haiku-4-5-20251001,3claude_570cfce5,JSONselfCSVFormat,9.73,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\claude_570cfce5.json
Comb_List_SpecifyEx_T0_00654f,models/gemini-2.5-flash,2gemini_7ac4d311,JSONselfCSVFormat,104.62,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T0_00654f\gemini_7ac4d311.json
Comb_List_SpecifyEx_T1_00654f,claude-sonnet-4-6,1claude_d7b09cc5,JSONselfCSVFormat,49.41,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\claude_d7b09cc5.json
Comb_List_SpecifyEx_T1_00654f,claude-sonnet-4-6,2claude_6b09a3fb,JSONselfCSVFormat,45.57,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\claude_6b09a3fb.json
Comb_List_SpecifyEx_T1_00654f,claude-sonnet-4-6,3claude_01e2ab99,JSONselfCSVFormat,54.21,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\claude_01e2ab99.json
Comb_List_SpecifyEx_T1_00654f,claude-opus-4-6,1claude_8c81523f,JSONselfCSVFormat,65.86,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\claude_8c81523f.json
Comb_List_SpecifyEx_T1_00654f,claude-opus-4-6,2claude_a7e064f2,JSONselfCSVFormat,63.81,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\claude_a7e064f2.json
Comb_List_SpecifyEx_T0_00654f,models/gemini-2.5-flash,3gemini_d582e818,JSONselfCSVFormat,257.17,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T0_00654f\gemini_d582e818.json
Comb_List_SpecifyEx_T1_00654f,claude-opus-4-6,3claude_9f77b706,JSONselfCSVFormat,70.13,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\claude_9f77b706.json
Comb_List_SpecifyExCats_T1_00654f,claude-haiku-4-5-20251001,1claude_07b614bb,JSONselfCSVFormat,6.44,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\claude_07b614bb.json
Comb_List_SpecifyExCats_T1_00654f,claude-haiku-4-5-20251001,2claude_2c705024,JSONselfCSVFormat,6.84,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\claude_2c705024.json
Comb_List_SpecifyExCats_T1_00654f,claude-haiku-4-5-20251001,3claude_32ef77bb,JSONselfCSVFormat,7.27,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\claude_32ef77bb.json
Comb_List_SpecifyEx_T0_00654f,models/gemini-2.5-pro,1gemini_3b03d164,JSONselfCSVFormat,77.33,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T0_00654f\gemini_3b03d164.json
Comb_List_SpecifyExCats_T1_00654f,claude-sonnet-4-6,1claude_5950b9b3,JSONselfCSVFormat,17.45,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\claude_5950b9b3.json
Comb_List_SpecifyExCats_T1_00654f,claude-sonnet-4-6,2claude_be98b8f2,JSONselfCSVFormat,19.25,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\claude_be98b8f2.json
Comb_List_SpecifyExCats_T1_00654f,claude-sonnet-4-6,3claude_f3844ed7,JSONselfCSVFormat,15.63,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\claude_f3844ed7.json
Comb_List_SpecifyExCats_T1_00654f,claude-opus-4-6,1claude_5ed36c3f,JSONselfCSVFormat,15.32,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\claude_5ed36c3f.json
Comb_List_SpecifyExCats_T1_00654f,claude-opus-4-6,2claude_db04576a,JSONselfCSVFormat,17.26,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\claude_db04576a.json
Comb_List_SpecifyEx_T0_00654f,models/gemini-2.5-pro,2gemini_b8e6cb38,JSONselfCSVFormat,89.1,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T0_00654f\gemini_b8e6cb38.json
Comb_List_SpecifyExCats_T1_00654f,claude-opus-4-6,3claude_cde50a63,JSONselfCSVFormat,17.77,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\claude_cde50a63.json
Comb_List_SpecifyEx_T0_00654f,models/gemini-2.5-pro,3gemini_75dffdbb,JSONselfCSVFormat,83.48,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T0_00654f\gemini_75dffdbb.json
Comb_List_SpecifyExCats_T0_00654f,models/gemini-2.5-flash-lite,1gemini_3f2df874,JSONselfCSVFormat,13.79,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\gemini_3f2df874.json
Comb_List_SpecifyExCats_T0_00654f,models/gemini-2.5-flash-lite,2gemini_4114151c,JSONselfCSVFormat,2.62,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\gemini_4114151c.json
Comb_List_SpecifyExCats_T0_00654f,models/gemini-2.5-flash-lite,3gemini_f038814c,JSONselfCSVFormat,6.78,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\gemini_f038814c.json
Comb_List_SpecifyExCats_T0_00654f,gpt-5.4-nano-2026-03-17,1openai_f8f98579,JSONselfCSVFormat,2025.01,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\openai_f8f98579.json
Comb_List_SpecifyExCats_T0_00654f,gpt-5.4-nano-2026-03-17,2openai_28b6b124,JSONselfCSVFormat,9.87,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\openai_28b6b124.json
Comb_List_SpecifyExCats_T0_00654f,gpt-5.4-nano-2026-03-17,3openai_182d3c54,JSONselfCSVFormat,12.08,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\openai_182d3c54.json
Comb_List_SpecifyExCats_T0_00654f,gpt-5.4-mini-2026-03-17,1openai_2c87c70c,JSONselfCSVFormat,8.06,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\openai_2c87c70c.json
Comb_List_SpecifyExCats_T0_00654f,gpt-5.4-mini-2026-03-17,2openai_0b3d7981,JSONselfCSVFormat,7.01,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\openai_0b3d7981.json
Comb_List_SpecifyExCats_T0_00654f,gpt-5.4-mini-2026-03-17,3openai_07e48457,JSONselfCSVFormat,8.52,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\openai_07e48457.json
Comb_List_SpecifyExCats_T0_00654f,gpt-5.4-2026-03-05,1openai_a43bd10e,JSONselfCSVFormat,14.29,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\openai_a43bd10e.json
Comb_List_SpecifyExCats_T0_00654f,gpt-5.4-2026-03-05,2openai_14bd015b,JSONselfCSVFormat,13.19,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\openai_14bd015b.json
Comb_List_SpecifyExCats_T0_00654f,gpt-5.4-2026-03-05,3openai_b8dcb419,JSONselfCSVFormat,12.56,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\openai_b8dcb419.json
Comb_List_Basic_T1_00654f,gpt-5.4-nano-2026-03-17,1openai_9709cda9,JSONselfCSVFormat,14.81,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\openai_9709cda9.json
Comb_List_Basic_T1_00654f,gpt-5.4-nano-2026-03-17,2openai_ba382598,JSONselfCSVFormat,21.44,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\openai_ba382598.json
Comb_List_Basic_T1_00654f,gpt-5.4-nano-2026-03-17,3openai_d7456771,JSONselfCSVFormat,20.83,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\openai_d7456771.json
Comb_List_Basic_T1_00654f,gpt-5.4-mini-2026-03-17,1openai_0dcb5e65,JSONselfCSVFormat,29.59,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\openai_0dcb5e65.json
Comb_List_Basic_T1_00654f,gpt-5.4-mini-2026-03-17,2openai_d8024f8c,JSONselfCSVFormat,16.55,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\openai_d8024f8c.json
Comb_List_Basic_T1_00654f,gpt-5.4-mini-2026-03-17,3openai_2bc90961,JSONselfCSVFormat,23.44,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\openai_2bc90961.json
Comb_List_Basic_T1_00654f,gpt-5.4-2026-03-05,1openai_616a1f0f,JSONselfCSVFormat,52.35,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\openai_616a1f0f.json
Comb_List_Basic_T1_00654f,gpt-5.4-2026-03-05,2openai_aedcddd4,JSONselfCSVFormat,27.18,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\openai_aedcddd4.json
Comb_List_Basic_T1_00654f,gpt-5.4-2026-03-05,3openai_8d48fa8b,JSONselfCSVFormat,45.09,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\openai_8d48fa8b.json
Comb_List_SpecifyEx_T1_00654f,gpt-5.4-nano-2026-03-17,1openai_668465cd,JSONselfCSVFormat,13.76,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\openai_668465cd.json
Comb_List_SpecifyEx_T1_00654f,gpt-5.4-nano-2026-03-17,2openai_6e51b2d4,JSONselfCSVFormat,20.7,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\openai_6e51b2d4.json
Comb_List_SpecifyEx_T1_00654f,gpt-5.4-nano-2026-03-17,3openai_33a04609,JSONselfCSVFormat,19.44,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\openai_33a04609.json
Comb_List_SpecifyEx_T1_00654f,gpt-5.4-mini-2026-03-17,1openai_37f502a2,JSONselfCSVFormat,13.19,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\openai_37f502a2.json
Comb_List_SpecifyEx_T1_00654f,gpt-5.4-mini-2026-03-17,2openai_f4cf0dd2,JSONselfCSVFormat,16.62,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\openai_f4cf0dd2.json
Comb_List_SpecifyEx_T1_00654f,gpt-5.4-mini-2026-03-17,3openai_579ac83f,JSONselfCSVFormat,12.54,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\openai_579ac83f.json
Comb_List_SpecifyEx_T1_00654f,gpt-5.4-2026-03-05,1openai_48d521df,JSONselfCSVFormat,22.51,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\openai_48d521df.json
Comb_List_SpecifyEx_T1_00654f,gpt-5.4-2026-03-05,2openai_8cf82508,JSONselfCSVFormat,17.97,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\openai_8cf82508.json
Comb_List_SpecifyEx_T1_00654f,gpt-5.4-2026-03-05,3openai_005d896a,JSONselfCSVFormat,25.45,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\openai_005d896a.json
Comb_List_SpecifyExCats_T1_00654f,gpt-5.4-nano-2026-03-17,1openai_8d0f47fc,JSONselfCSVFormat,9.63,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\openai_8d0f47fc.json
Comb_List_SpecifyExCats_T1_00654f,gpt-5.4-nano-2026-03-17,2openai_22e0fb09,JSONselfCSVFormat,11.14,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\openai_22e0fb09.json
Comb_List_SpecifyExCats_T1_00654f,gpt-5.4-nano-2026-03-17,3openai_b5ffa823,JSONselfCSVFormat,11.51,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\openai_b5ffa823.json
Comb_List_SpecifyExCats_T1_00654f,gpt-5.4-mini-2026-03-17,1openai_c8590691,JSONselfCSVFormat,6.95,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\openai_c8590691.json
Comb_List_SpecifyExCats_T1_00654f,gpt-5.4-mini-2026-03-17,2openai_a51dfa5b,JSONselfCSVFormat,7.97,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\openai_a51dfa5b.json
Comb_List_SpecifyExCats_T1_00654f,gpt-5.4-mini-2026-03-17,3openai_9c19ae1a,JSONselfCSVFormat,7.39,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\openai_9c19ae1a.json
Comb_List_SpecifyExCats_T1_00654f,gpt-5.4-2026-03-05,1openai_0decac5f,JSONselfCSVFormat,12.54,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\openai_0decac5f.json
Comb_List_SpecifyExCats_T1_00654f,gpt-5.4-2026-03-05,2openai_c3a1959e,JSONselfCSVFormat,12.52,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\openai_c3a1959e.json
Comb_List_SpecifyExCats_T1_00654f,gpt-5.4-2026-03-05,3openai_f0df9a10,JSONselfCSVFormat,13.92,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T1_00654f\openai_f0df9a10.json
Comb_List_SpecifyExCats_T0_00654f,models/gemini-2.5-flash,2gemini_ee27a247,JSONselfCSVFormat,559.51,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\gemini_ee27a247.json
Comb_List_SpecifyExCats_T0_00654f,models/gemini-2.5-flash,3gemini_85236e5c,JSONselfCSVFormat,548.36,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\gemini_85236e5c.json
Comb_List_SpecifyExCats_T0_00654f,models/gemini-2.5-pro,1gemini_19d31df4,JSONselfCSVFormat,95.97,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\gemini_19d31df4.json
Comb_List_SpecifyExCats_T0_00654f,models/gemini-2.5-pro,2gemini_26996395,JSONselfCSVFormat,117.0,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\gemini_26996395.json
Comb_List_SpecifyExCats_T0_00654f,models/gemini-2.5-pro,3gemini_7b9a3fe2,JSONselfCSVFormat,189.06,Comb/List/SpecifyExCats.txt,csvformatSubcat.txt,0,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyExCats_T0_00654f\gemini_7b9a3fe2.json
Comb_List_Basic_T1_00654f,models/gemini-2.5-flash-lite,1gemini_c79fa355,JSONselfCSVFormat,11.1,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\gemini_c79fa355.json
Comb_List_Basic_T1_00654f,models/gemini-2.5-flash-lite,2gemini_2b212c52,JSONselfCSVFormat,10.97,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\gemini_2b212c52.json
Comb_List_Basic_T1_00654f,models/gemini-2.5-flash-lite,3gemini_67df58ae,JSONselfCSVFormat,10.42,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\gemini_67df58ae.json
Comb_List_Basic_T1_00654f,models/gemini-2.5-flash,1gemini_d6e5d9a6,JSONselfCSVFormat,574.45,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\gemini_d6e5d9a6.json
Comb_List_Basic_T1_00654f,models/gemini-2.5-flash,2gemini_0bd52f2f,JSONselfCSVFormat,96.73,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\gemini_0bd52f2f.json
Comb_List_Basic_T1_00654f,models/gemini-2.5-flash,3gemini_4f31dcac,JSONselfCSVFormat,242.74,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\gemini_4f31dcac.json
Comb_List_Basic_T1_00654f,models/gemini-2.5-pro,1gemini_571b49a8,JSONselfCSVFormat,61.03,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\gemini_571b49a8.json
Comb_List_Basic_T1_00654f,models/gemini-2.5-pro,2gemini_b08fb0e3,JSONselfCSVFormat,97.01,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\gemini_b08fb0e3.json
Comb_List_Basic_T1_00654f,models/gemini-2.5-pro,3gemini_117db79b,JSONselfCSVFormat,74.37,Comb/List/Basic.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_Basic_T1_00654f\gemini_117db79b.json
Comb_List_SpecifyEx_T1_00654f,models/gemini-2.5-flash-lite,1gemini_a8829b87,JSONselfCSVFormat,8.68,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\gemini_a8829b87.json
Comb_List_SpecifyEx_T1_00654f,models/gemini-2.5-flash-lite,2gemini_df1280f4,JSONselfCSVFormat,9.37,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\gemini_df1280f4.json
Comb_List_SpecifyEx_T1_00654f,models/gemini-2.5-flash-lite,3gemini_394e4415,JSONselfCSVFormat,6.05,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\gemini_394e4415.json
Comb_List_SpecifyEx_T1_00654f,models/gemini-2.5-flash,1gemini_ee17fd95,JSONselfCSVFormat,110.36,Comb/List/SpecifyEx.txt,csvformatSubcat.txt,1,data/Reference/Games.csv,data\Auto\Comb_List_SpecifyEx_T1_00654f\gemini_ee17fd95.json
